,Age,MonthlyIncome,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Human Resources,Life Sciences,Marketing,Medical,Other,Technical Degree,AgeMinMax,AgeStand
1174,25,5206.0,0,Travel_Frequently,772,Research & Development,2,1,Life Sciences,4,Male,77,4,2,Manufacturing Director,3,Divorced,4973.0,1,No,17.0,3.0,3,2,7,6,3,7,7,0,7,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666669,-1.3103103958241158
1175,39,5295.0,0,Travel_Rarely,492,Research & Development,12,3,Medical,4,Male,66,3,2,Manufacturing Director,2,Married,7693.0,4,No,21.0,4.0,3,0,7,3,3,5,4,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.49999999999999994,0.22651502982651683
1176,49,16413.0,0,Travel_Rarely,301,Research & Development,22,4,Other,1,Female,72,3,4,Research Director,2,Married,3498.0,3,No,16.0,3.0,2,2,27,2,3,4,2,1,2,0.0,0.0,0.0,0.0,1.0,0.0,0.7380952380952379,1.324247476719826
1177,50,13269.0,0,Travel_Rarely,813,Research & Development,17,5,Life Sciences,4,Female,50,2,3,Research Director,1,Divorced,21981.0,5,No,15.0,3.0,3,3,19,3,3,14,11,1,11,0.0,1.0,0.0,0.0,0.0,0.0,0.7619047619047619,1.434020721409157
1178,20,2783.0,0,Travel_Rarely,1141,Sales,2,3,Medical,3,Female,31,3,1,Sales Representative,3,Single,13251.0,1,No,19.0,3.0,1,0,2,3,3,2,2,2,2,0.0,0.0,0.0,1.0,0.0,0.0,0.047619047619047616,-1.8591766192707704
1179,34,5433.0,0,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,4,Female,66,3,2,Research Scientist,2,Divorced,19332.0,1,No,12.0,3.0,3,1,11,2,3,11,8,7,9,0.0,1.0,0.0,0.0,0.0,0.0,0.380952380952381,-0.3223511936201377
1180,36,2013.0,0,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,Male,77,3,1,Laboratory Technician,2,Single,10950.0,2,No,11.0,3.0,3,0,15,4,3,4,3,1,3,0.0,1.0,0.0,0.0,0.0,0.0,0.42857142857142855,-0.10280470424147588
1181,49,13966.0,0,Travel_Rarely,465,Research & Development,6,1,Life Sciences,3,Female,41,2,4,Healthcare Representative,3,Married,11652.0,2,Yes,19.0,3.0,2,1,30,3,3,15,11,2,12,0.0,1.0,0.0,0.0,0.0,0.0,0.7380952380952379,1.324247476719826
1182,36,4374.0,0,Non-Travel,894,Research & Development,1,4,Medical,4,Female,33,2,2,Manufacturing Director,3,Married,15411.0,0,No,15.0,3.0,3,0,4,6,3,3,2,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.42857142857142855,-0.10280470424147588
1183,36,6842.0,0,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,4,Male,79,4,2,Healthcare Representative,1,Divorced,26308.0,6,No,20.0,4.0,1,1,13,3,3,5,4,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.42857142857142855,-0.10280470424147588
1184,54,17426.0,0,Travel_Rarely,584,Research & Development,22,5,Medical,2,Female,91,3,4,Manager,3,Married,18685.0,3,No,25.0,4.0,3,1,36,6,3,10,8,4,7,0.0,0.0,0.0,1.0,0.0,0.0,0.857142857142857,1.8731137001664804
1185,43,17603.0,0,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,3,Male,65,2,4,Research Director,3,Married,3525.0,1,No,24.0,4.0,1,1,14,3,3,14,10,6,11,0.0,1.0,0.0,0.0,0.0,0.0,0.5952380952380951,0.6656080085838405
1186,35,4581.0,1,Travel_Frequently,880,Sales,12,4,Other,4,Male,36,3,2,Sales Executive,4,Single,10414.0,3,Yes,24.0,4.0,1,0,13,2,4,11,9,6,7,0.0,0.0,0.0,0.0,1.0,0.0,0.4047619047619047,-0.21257794893080678
1187,38,4735.0,0,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,4,Male,90,3,2,Research Scientist,4,Married,9867.0,7,No,15.0,3.0,4,2,19,4,4,13,11,2,9,0.0,1.0,0.0,0.0,0.0,0.0,0.4761904761904761,0.11674178513718594
1188,29,4187.0,0,Travel_Rarely,991,Sales,5,3,Medical,1,Male,43,2,2,Sales Executive,2,Divorced,3356.0,1,Yes,13.0,3.0,2,1,10,3,2,10,0,0,9,0.0,0.0,0.0,1.0,0.0,0.0,0.2619047619047619,-0.8712174170667922
1189,33,5505.0,0,Travel_Rarely,392,Sales,2,4,Medical,4,Male,93,3,2,Sales Executive,4,Divorced,3921.0,1,No,14.0,3.0,3,2,6,5,3,6,2,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.35714285714285715,-0.4321244383094686
1190,32,5470.0,0,Travel_Rarely,977,Research & Development,2,3,Medical,4,Male,45,3,2,Research Scientist,2,Divorced,25518.0,0,No,13.0,3.0,3,2,10,4,2,9,5,1,6,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,-0.5418976829987995
1191,31,5476.0,0,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,Female,67,3,2,Sales Executive,4,Married,22589.0,1,No,11.0,3.0,1,2,10,2,3,10,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.3095238095238095,-0.6516709276881304
1192,49,2587.0,0,Travel_Rarely,464,Research & Development,16,3,Medical,4,Female,74,3,1,Laboratory Technician,1,Divorced,24941.0,4,Yes,16.0,3.0,2,1,17,2,2,2,2,2,2,0.0,0.0,0.0,1.0,0.0,0.0,0.7380952380952379,1.324247476719826
1193,38,2440.0,0,Travel_Frequently,148,Research & Development,2,3,Medical,4,Female,42,2,1,Laboratory Technician,2,Single,23826.0,1,No,22.0,4.0,2,0,4,3,3,4,3,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.4761904761904761,0.11674178513718594
1194,47,15972.0,0,Travel_Rarely,1225,Sales,2,4,Life Sciences,2,Female,47,4,4,Manager,2,Divorced,21086.0,6,No,14.0,3.0,3,3,29,2,3,3,2,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.6904761904761905,1.1047009873411642
1195,49,15379.0,0,Travel_Rarely,809,Research & Development,1,3,Life Sciences,3,Male,36,3,4,Manager,3,Single,22384.0,4,No,14.0,3.0,1,0,23,2,3,8,7,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.7380952380952379,1.324247476719826
1196,41,7082.0,0,Travel_Rarely,1206,Sales,23,2,Life Sciences,4,Male,80,3,3,Sales Executive,3,Single,11591.0,3,Yes,16.0,3.0,4,0,21,2,3,2,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.5476190476190477,0.44606151920517867
1197,20,2728.0,0,Travel_Rarely,727,Sales,9,1,Life Sciences,4,Male,54,3,1,Sales Representative,1,Single,21082.0,1,No,11.0,3.0,1,0,2,3,3,2,2,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.047619047619047616,-1.8591766192707704
1198,33,5368.0,0,Non-Travel,530,Sales,16,3,Life Sciences,3,Female,36,3,2,Sales Executive,4,Divorced,16130.0,1,Yes,25.0,4.0,3,1,7,2,3,6,5,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.35714285714285715,-0.4321244383094686
1199,36,5347.0,0,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,Male,80,3,2,Healthcare Representative,3,Married,7419.0,6,No,14.0,3.0,2,2,10,2,2,3,2,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.42857142857142855,-0.10280470424147588
1200,44,3195.0,0,Travel_Rarely,528,Human Resources,1,3,Life Sciences,3,Female,44,3,1,Human Resources,4,Divorced,4167.0,4,Yes,18.0,3.0,1,3,8,2,3,2,2,2,2,0.0,1.0,0.0,0.0,0.0,0.0,0.6190476190476188,0.7753812532731714
1201,23,3989.0,1,Travel_Rarely,1320,Research & Development,8,1,Medical,4,Male,93,2,1,Laboratory Technician,3,Single,20586.0,1,Yes,11.0,3.0,1,0,5,2,3,5,4,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.11904761904761901,-1.5298568852027776
1202,38,3306.0,0,Travel_Rarely,1495,Research & Development,4,2,Medical,4,Female,87,3,1,Laboratory Technician,3,Married,26176.0,7,No,19.0,3.0,4,1,7,5,2,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.4761904761904761,0.11674178513718594
1203,53,7005.0,0,Travel_Rarely,1395,Research & Development,24,4,Medical,2,Male,48,4,3,Healthcare Representative,4,Married,3458.0,3,No,15.0,3.0,3,0,11,2,3,4,3,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.8333333333333333,1.7633404554771495
1204,48,2655.0,1,Travel_Frequently,708,Sales,7,2,Medical,4,Female,95,3,1,Sales Representative,3,Married,11740.0,2,Yes,11.0,3.0,3,2,19,3,3,9,7,7,7,0.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857142,1.214474232030495
1205,32,1393.0,1,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,4,Male,95,3,1,Laboratory Technician,2,Single,24852.0,1,No,12.0,3.0,1,0,1,2,3,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.5418976829987995
1206,26,2570.0,0,Non-Travel,786,Research & Development,7,3,Medical,4,Male,76,3,1,Laboratory Technician,4,Single,11925.0,1,No,20.0,4.0,3,0,7,5,3,7,7,5,7,0.0,0.0,0.0,1.0,0.0,0.0,0.19047619047619052,-1.2005371511347849
1207,55,3537.0,0,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,Male,94,2,1,Research Scientist,2,Divorced,23737.0,5,No,12.0,3.0,4,1,8,1,3,4,2,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0.8809523809523809,1.9828869448558113
1208,34,3986.0,0,Travel_Rarely,1157,Research & Development,5,2,Medical,2,Male,57,2,2,Laboratory Technician,4,Married,11912.0,1,No,14.0,3.0,3,1,15,3,4,15,10,4,13,0.0,0.0,0.0,1.0,0.0,0.0,0.380952380952381,-0.3223511936201377
1209,60,10883.0,0,Travel_Rarely,370,Research & Development,1,4,Medical,3,Male,92,1,3,Healthcare Representative,4,Divorced,20467.0,3,No,20.0,4.0,3,1,19,2,4,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.9999999999999998,2.531753168302466
1210,33,2028.0,0,Travel_Rarely,267,Research & Development,21,3,Medical,2,Male,79,4,1,Laboratory Technician,2,Married,13637.0,1,No,18.0,3.0,4,3,14,6,3,14,11,2,13,0.0,0.0,0.0,1.0,0.0,0.0,0.35714285714285715,-0.4321244383094686
1211,37,9525.0,0,Travel_Frequently,1278,Sales,1,4,Medical,3,Male,31,1,2,Sales Executive,4,Divorced,7677.0,1,No,14.0,3.0,3,2,6,2,2,6,3,1,3,0.0,0.0,0.0,1.0,0.0,0.0,0.4523809523809524,0.0069685404478550305
1212,34,2929.0,0,Travel_Rarely,678,Research & Development,19,3,Life Sciences,2,Female,35,2,1,Research Scientist,4,Married,20338.0,1,No,12.0,3.0,2,0,10,3,3,10,9,8,7,0.0,1.0,0.0,0.0,0.0,0.0,0.380952380952381,-0.3223511936201377
1213,23,2275.0,1,Travel_Rarely,427,Sales,7,3,Life Sciences,3,Male,99,3,1,Sales Representative,4,Divorced,25103.0,1,Yes,21.0,4.0,2,1,3,2,3,3,2,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.11904761904761901,-1.5298568852027776
1214,44,7879.0,0,Travel_Rarely,921,Research & Development,2,3,Life Sciences,3,Female,96,4,3,Healthcare Representative,4,Married,14810.0,1,Yes,19.0,3.0,2,1,9,2,3,8,7,6,7,0.0,1.0,0.0,0.0,0.0,0.0,0.6190476190476188,0.7753812532731714
1215,35,4930.0,0,Travel_Frequently,146,Research & Development,2,4,Medical,1,Male,79,2,1,Research Scientist,4,Single,13970.0,0,Yes,14.0,3.0,3,0,6,2,4,5,4,1,4,0.0,0.0,0.0,1.0,0.0,0.0,0.4047619047619047,-0.21257794893080678
1216,43,7847.0,0,Travel_Rarely,1179,Sales,2,3,Medical,4,Male,73,3,2,Sales Executive,4,Married,6069.0,1,Yes,17.0,3.0,1,1,10,3,3,10,9,8,8,0.0,0.0,0.0,1.0,0.0,0.0,0.5952380952380951,0.6656080085838405
1217,24,4401.0,0,Travel_Rarely,581,Research & Development,9,3,Medical,3,Male,62,4,1,Research Scientist,3,Married,17616.0,1,No,16.0,3.0,4,1,5,1,3,5,3,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,-1.4200836405134467
1218,41,9241.0,0,Travel_Rarely,918,Sales,6,3,Marketing,4,Male,35,3,3,Sales Executive,3,Single,15869.0,1,No,12.0,3.0,2,0,10,3,3,10,8,8,7,0.0,0.0,1.0,0.0,0.0,0.0,0.5476190476190477,0.44606151920517867
1219,29,2974.0,0,Travel_Rarely,1082,Research & Development,9,4,Medical,4,Female,43,3,1,Laboratory Technician,3,Married,25412.0,9,No,17.0,3.0,3,1,9,2,3,5,3,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.2619047619047619,-0.8712174170667922
1220,36,4502.0,0,Travel_Rarely,530,Sales,2,4,Life Sciences,3,Female,51,3,2,Sales Representative,4,Single,7439.0,3,No,15.0,3.0,3,0,17,2,2,13,7,6,7,0.0,1.0,0.0,0.0,0.0,0.0,0.42857142857142855,-0.10280470424147588
1221,45,10748.0,0,Non-Travel,1238,Research & Development,1,1,Life Sciences,3,Male,74,2,3,Healthcare Representative,3,Married,3395.0,3,No,23.0,4.0,4,1,25,3,2,23,15,14,4,0.0,1.0,0.0,0.0,0.0,0.0,0.6428571428571428,0.8851544979625023
1222,24,1555.0,1,Travel_Rarely,240,Human Resources,22,1,Human Resources,4,Male,58,1,1,Human Resources,3,Married,11585.0,1,No,11.0,3.0,3,1,1,2,3,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,-1.4200836405134467
1223,47,12936.0,1,Travel_Frequently,1093,Sales,9,3,Life Sciences,3,Male,82,1,4,Sales Executive,3,Married,24164.0,7,No,11.0,3.0,3,0,25,3,1,23,5,14,10,0.0,1.0,0.0,0.0,0.0,0.0,0.6904761904761905,1.1047009873411642
1224,26,2305.0,0,Travel_Rarely,390,Research & Development,17,4,Medical,4,Male,62,1,1,Laboratory Technician,3,Married,6217.0,1,No,15.0,3.0,3,3,3,3,4,3,2,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.19047619047619052,-1.2005371511347849
1225,45,16704.0,0,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,4,Female,48,2,4,Research Director,2,Single,17119.0,1,No,11.0,3.0,3,0,21,2,3,21,6,8,6,0.0,0.0,0.0,0.0,0.0,1.0,0.6428571428571428,0.8851544979625023
1226,32,3433.0,0,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Married,17360.0,6,No,13.0,3.0,1,1,10,3,2,5,2,1,3,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.5418976829987995
1227,31,3477.0,0,Travel_Rarely,741,Research & Development,2,4,Life Sciences,2,Male,69,3,1,Laboratory Technician,3,Married,18103.0,1,No,14.0,3.0,4,1,6,2,4,5,2,0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.3095238095238095,-0.6516709276881304
1228,41,6430.0,0,Non-Travel,552,Human Resources,4,3,Human Resources,3,Male,60,1,2,Human Resources,2,Married,20794.0,6,No,19.0,3.0,2,1,10,4,3,3,2,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.5476190476190477,0.44606151920517867
1229,40,6516.0,0,Travel_Rarely,369,Research & Development,8,2,Life Sciences,2,Female,92,3,2,Manufacturing Director,1,Married,5041.0,2,Yes,16.0,3.0,2,1,18,3,3,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.5238095238095237,0.33628827451584775
1230,24,3907.0,0,Travel_Rarely,506,Research & Development,29,1,Medical,2,Male,91,3,1,Laboratory Technician,1,Divorced,3622.0,1,No,13.0,3.0,2,3,6,2,4,6,2,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,-1.4200836405134467
1231,46,5562.0,0,Travel_Rarely,717,Research & Development,13,4,Life Sciences,3,Male,34,3,2,Healthcare Representative,2,Single,9697.0,6,No,14.0,3.0,4,0,19,3,3,10,7,0,9,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666665,0.9949277426518331
1232,35,6883.0,0,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,4,Male,49,3,2,Manufacturing Director,3,Married,5151.0,2,No,16.0,3.0,2,1,17,3,3,7,7,0,7,0.0,1.0,0.0,0.0,0.0,0.0,0.4047619047619047,-0.21257794893080678
1233,30,2862.0,0,Travel_Rarely,793,Research & Development,16,1,Life Sciences,2,Male,33,3,1,Research Scientist,4,Married,3811.0,1,No,12.0,3.0,2,1,10,2,2,10,0,0,8,0.0,1.0,0.0,0.0,0.0,0.0,0.28571428571428564,-0.7614441723774613
1234,47,4978.0,0,Non-Travel,543,Sales,2,4,Marketing,3,Male,87,3,2,Sales Executive,2,Married,3536.0,7,No,11.0,3.0,4,1,4,3,1,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.6904761904761905,1.1047009873411642
1235,46,10368.0,0,Travel_Rarely,1277,Sales,2,3,Life Sciences,3,Male,74,3,3,Sales Executive,4,Divorced,5596.0,4,Yes,12.0,3.0,2,1,13,5,2,10,6,0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666665,0.9949277426518331
1236,36,6134.0,1,Travel_Rarely,1456,Sales,13,5,Marketing,2,Male,96,2,2,Sales Executive,1,Divorced,8658.0,5,Yes,13.0,3.0,2,3,16,3,3,2,2,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.42857142857142855,-0.10280470424147588
1237,32,6735.0,1,Travel_Rarely,964,Sales,1,2,Life Sciences,1,Male,34,1,2,Sales Executive,2,Single,12147.0,6,No,15.0,3.0,2,0,10,2,3,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.5418976829987995
1238,23,3295.0,0,Travel_Rarely,160,Research & Development,4,1,Medical,3,Female,51,3,1,Laboratory Technician,2,Single,12862.0,1,No,13.0,3.0,3,0,3,3,1,3,2,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.11904761904761901,-1.5298568852027776
1239,31,5238.0,0,Travel_Frequently,163,Research & Development,24,1,Technical Degree,4,Female,30,3,2,Manufacturing Director,4,Single,6670.0,2,No,20.0,4.0,4,0,9,3,2,5,4,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.3095238095238095,-0.6516709276881304
1240,39,6472.0,0,Non-Travel,792,Research & Development,1,3,Life Sciences,4,Male,77,3,2,Laboratory Technician,4,Married,8989.0,1,Yes,15.0,3.0,4,1,9,2,3,9,8,5,8,0.0,1.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.22651502982651683
1241,32,9610.0,0,Travel_Rarely,371,Sales,19,3,Life Sciences,4,Male,80,1,3,Sales Executive,3,Married,3840.0,3,No,13.0,3.0,3,1,10,2,1,4,3,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.5418976829987995
1242,40,19833.0,0,Travel_Rarely,611,Sales,7,4,Medical,2,Male,88,3,5,Manager,2,Single,4349.0,1,No,14.0,3.0,2,0,21,3,2,21,8,12,8,0.0,0.0,0.0,1.0,0.0,0.0,0.5238095238095237,0.33628827451584775
1243,45,9756.0,0,Travel_Rarely,176,Human Resources,4,3,Life Sciences,3,Female,56,1,3,Human Resources,3,Married,6595.0,4,No,21.0,4.0,3,2,9,2,4,5,0,0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.6428571428571428,0.8851544979625023
1244,30,4968.0,0,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,4,Female,78,2,1,Research Scientist,1,Single,26427.0,0,No,16.0,3.0,4,0,10,2,3,9,7,0,7,0.0,0.0,0.0,0.0,0.0,1.0,0.28571428571428564,-0.7614441723774613
1245,24,2145.0,0,Travel_Frequently,897,Human Resources,10,3,Medical,1,Male,59,3,1,Human Resources,4,Married,2097.0,0,No,14.0,3.0,4,1,3,2,3,2,2,2,1,0.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,-1.4200836405134467
1246,30,2180.0,1,Travel_Frequently,600,Human Resources,8,3,Human Resources,3,Female,66,2,1,Human Resources,4,Divorced,9732.0,6,No,11.0,3.0,3,1,6,0,2,4,2,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.28571428571428564,-0.7614441723774613
1247,31,8346.0,0,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,Male,51,3,2,Sales Executive,3,Married,20943.0,1,No,19.0,3.0,3,1,6,3,3,5,2,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.3095238095238095,-0.6516709276881304
1248,27,3445.0,0,Travel_Rarely,1054,Research & Development,8,3,Medical,3,Female,67,3,1,Research Scientist,4,Single,6152.0,1,No,11.0,3.0,3,0,6,5,2,6,2,1,4,0.0,0.0,0.0,1.0,0.0,0.0,0.21428571428571425,-1.090763906445454
1249,29,2760.0,1,Travel_Rarely,428,Sales,9,3,Marketing,2,Female,52,1,1,Sales Representative,2,Single,14630.0,1,No,13.0,3.0,3,0,2,3,3,2,2,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.2619047619047619,-0.8712174170667922
1250,29,6294.0,0,Travel_Frequently,461,Research & Development,1,3,Life Sciences,4,Male,70,4,2,Healthcare Representative,3,Single,23060.0,8,Yes,12.0,3.0,4,0,10,5,4,3,2,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.2619047619047619,-0.8712174170667922
1251,30,7140.0,0,Travel_Rarely,979,Sales,15,2,Marketing,3,Male,94,2,3,Sales Executive,1,Divorced,3088.0,2,No,11.0,3.0,1,1,12,2,3,7,7,1,7,0.0,0.0,1.0,0.0,0.0,0.0,0.28571428571428564,-0.7614441723774613
1252,34,2932.0,0,Travel_Rarely,181,Research & Development,2,4,Medical,4,Male,97,4,1,Research Scientist,4,Married,5586.0,0,Yes,14.0,3.0,1,3,6,3,3,5,0,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.380952380952381,-0.3223511936201377
1253,33,5147.0,0,Non-Travel,1283,Sales,2,3,Marketing,4,Female,62,3,2,Sales Executive,2,Single,10697.0,8,No,15.0,3.0,4,0,13,2,2,11,7,1,7,0.0,0.0,1.0,0.0,0.0,0.0,0.35714285714285715,-0.4321244383094686
1254,49,4507.0,0,Travel_Rarely,1313,Sales,11,4,Marketing,4,Female,80,3,2,Sales Executive,4,Single,8191.0,3,No,12.0,3.0,3,0,8,1,4,5,1,0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.7380952380952379,1.324247476719826
1255,33,8564.0,1,Travel_Rarely,211,Sales,16,3,Life Sciences,1,Female,74,3,3,Sales Executive,1,Single,10092.0,2,Yes,20.0,4.0,3,0,11,2,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.35714285714285715,-0.4321244383094686
1256,38,2468.0,0,Travel_Frequently,594,Research & Development,2,2,Medical,3,Female,75,2,1,Laboratory Technician,2,Married,15963.0,4,No,14.0,3.0,2,1,9,4,2,6,1,0,5,0.0,0.0,0.0,1.0,0.0,0.0,0.4761904761904761,0.11674178513718594
1257,31,8161.0,1,Travel_Rarely,1079,Sales,16,4,Marketing,1,Male,70,3,3,Sales Executive,3,Married,19002.0,2,No,13.0,3.0,1,3,10,2,3,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.3095238095238095,-0.6516709276881304
1258,29,2109.0,0,Travel_Rarely,590,Research & Development,4,3,Technical Degree,4,Female,91,2,1,Research Scientist,1,Divorced,10007.0,1,No,13.0,3.0,3,1,1,2,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.2619047619047619,-0.8712174170667922
1259,30,5294.0,0,Travel_Rarely,305,Research & Development,16,3,Life Sciences,3,Male,58,4,2,Healthcare Representative,3,Married,9128.0,3,No,16.0,3.0,3,1,10,3,3,7,0,1,7,0.0,1.0,0.0,0.0,0.0,0.0,0.28571428571428564,-0.7614441723774613
1260,32,2718.0,0,Non-Travel,953,Research & Development,5,4,Technical Degree,2,Male,65,3,1,Research Scientist,2,Single,17674.0,2,No,14.0,3.0,2,0,12,3,3,7,7,0,7,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,-0.5418976829987995
1261,38,5811.0,0,Travel_Rarely,833,Research & Development,18,3,Medical,2,Male,60,1,2,Healthcare Representative,4,Married,24539.0,3,Yes,16.0,3.0,3,1,15,2,3,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.4761904761904761,0.11674178513718594
1262,43,2437.0,1,Travel_Frequently,807,Research & Development,17,3,Technical Degree,3,Male,38,2,1,Research Scientist,3,Married,15587.0,9,Yes,16.0,3.0,4,1,6,4,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.5952380952380951,0.6656080085838405
1263,42,2766.0,0,Travel_Rarely,855,Research & Development,12,3,Medical,2,Male,57,3,1,Laboratory Technician,2,Divorced,8952.0,8,No,22.0,4.0,2,3,7,6,2,5,3,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.5714285714285714,0.5558347638945096
1264,55,19038.0,0,Travel_Rarely,478,Research & Development,2,3,Medical,3,Male,60,2,5,Research Director,1,Married,19805.0,8,No,12.0,3.0,2,3,34,2,3,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.8809523809523809,1.9828869448558113
1265,33,3055.0,0,Non-Travel,775,Research & Development,4,3,Technical Degree,4,Male,90,3,2,Research Scientist,2,Divorced,6194.0,5,No,15.0,3.0,4,2,11,2,2,9,8,1,7,0.0,0.0,0.0,0.0,0.0,1.0,0.35714285714285715,-0.4321244383094686
1266,41,2289.0,0,Travel_Rarely,548,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Divorced,20520.0,1,No,20.0,4.0,2,2,5,2,3,5,3,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.5476190476190477,0.44606151920517867
1267,34,4001.0,0,Non-Travel,1375,Sales,10,3,Life Sciences,4,Male,87,3,2,Sales Executive,3,Divorced,12313.0,1,Yes,14.0,3.0,3,1,15,3,3,15,14,0,7,0.0,1.0,0.0,0.0,0.0,0.0,0.380952380952381,-0.3223511936201377
1268,53,12965.0,0,Non-Travel,661,Research & Development,1,4,Medical,1,Female,60,2,4,Manufacturing Director,3,Married,22308.0,4,Yes,20.0,4.0,4,3,27,2,2,3,2,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.8333333333333333,1.7633404554771495
1269,43,3539.0,0,Travel_Rarely,244,Human Resources,2,3,Life Sciences,2,Male,97,3,1,Human Resources,4,Single,5033.0,0,No,13.0,3.0,2,0,10,5,3,9,7,1,8,0.0,1.0,0.0,0.0,0.0,0.0,0.5952380952380951,0.6656080085838405
1270,34,6029.0,0,Travel_Rarely,511,Sales,3,2,Life Sciences,4,Female,32,1,2,Sales Executive,4,Single,25353.0,5,No,12.0,3.0,1,0,6,3,3,2,2,2,2,0.0,1.0,0.0,0.0,0.0,0.0,0.380952380952381,-0.3223511936201377
